"","seqnames","start","end","width","strand","n","tx_names"
"2225","XSR",4761881,4763707,1827,"-",2,c("g14635.t1", "g14635.t2")
"2226","XSR",4764891,4766714,1824,"-",2,c("g14638.t1", "g14638.t2")
"2227","XSR",4767675,4768987,1313,"-",2,c("g14639.t1", "g14640.t1")
"2228","XSR",4772360,4776874,4515,"-",2,c("g14642.t1", "g14643.t1")
"2229","XSR",4777392,4780091,2700,"-",2,c("g14644.t1", "g14645.t1")
"2230","XSR",4780993,4785295,4303,"+",2,c("g14646.t1", "g14647.t1")
"2231","XSR",4789825,4791611,1787,"-",2,c("g14649.t1", "g14650.t1")
"2232","XSR",4794411,4795502,1092,"-",2,c("g14652.t1", "g14653.t1")
"2233","XSR",4806250,4812819,6570,"-",3,c("g14658.t1", "g14659.t1", "g14660.t1")
"2234","XSR",4817794,4821557,3764,"+",2,c("g14662.t1", "g14663.t1")
"2235","XSR",4822569,4835068,12500,"-",5,c("g14664.t1", "g14665.t1", "g14666.t1", "g14667.t1", "g14668.t1")
"2236","XSR",4899304,4900572,1269,"+",2,c("g14683.t1", "g14684.t1")
"2237","XSR",4907511,4910882,3372,"+",3,c("g14688.t1", "g14689.t1", "g14689.t2")
"2238","XSR",4916330,4920330,4001,"+",2,c("g14692.t1", "g14693.t1")
"2239","XSR",4988262,4999362,11101,"+",2,c("g14704.t1", "g14704.t2")
"2240","XSR",5040806,5043875,3070,"+",2,c("g14715.t1", "g14716.t1")
"2241","XSR",5067919,5071308,3390,"+",2,c("g14725.t1", "g14725.t2")
"2242","XSR",5117926,5120390,2465,"-",2,c("g14737.t1", "g14738.t1")
"2243","XSR",5127137,5128450,1314,"+",2,c("g14742.t1", "g14743.t1")
"2244","XSR",5128705,5130185,1481,"-",2,c("g14744.t1", "g14745.t1")
"2245","XSR",5154455,5157754,3300,"+",2,c("g14754.t2", "g14754.t1")
"2246","XSR",5182890,5194408,11519,"-",4,c("g14762.t1", "g14763.t1", "g14763.t2", "g14764.t1")
"2247","XSR",5196096,5203911,7816,"+",3,c("g14766.t1", "g14767.t1", "g14768.t1")
"2248","XSR",5204524,5208405,3882,"+",2,c("g14769.t1", "g14769.t2")
"2249","XSR",5208642,5215711,7070,"-",2,c("g14770.t1", "g14771.t1")
"2250","XSR",5222639,5229811,7173,"-",2,c("g14774.t1", "g14775.t1")
"2251","XSR",5238703,5248956,10254,"-",3,c("g14778.t1", "g14779.t1", "g14780.t1")
"2252","XSR",5252025,5252961,937,"-",2,c("g14782.t1", "g14783.t1")
"2253","XSR",5317610,5321317,3708,"-",2,c("g14800.t1", "g14801.t1")
"2254","XSR",5327203,5331082,3880,"-",2,c("g14803.t1", "g14804.t1")
"2255","XSR",5331832,5336372,4541,"-",3,c("g14805.t1", "g14806.t1", "g14807.t1")
"2256","XSR",5338535,5343341,4807,"-",3,c("g14809.t1", "g14810.t1", "g14811.t1")
"2257","XSR",5379994,5389309,9316,"+",2,c("g14822.t1", "g14823.t1")
"2258","XSR",5395697,5399901,4205,"-",2,c("g14826.t1", "g14827.t1")
"2259","XSR",5458536,5460072,1537,"+",2,c("g14839.t1", "g14840.t1")
"2260","XSR",5468791,5470354,1564,"+",2,c("g14842.t1", "g14843.t1")
"2261","XSR",5477356,5480020,2665,"+",2,c("g14844.t1", "g14845.t1")
"2262","XSR",5515903,5519822,3920,"+",2,c("g14853.t1", "g14854.t1")
"2263","XSR",5522952,5531873,8922,"+",3,c("g14855.t1", "g14856.t1", "g14857.t1")
"2264","XSR",5540144,5543896,3753,"+",3,c("g14860.t1", "g14861.t1", "g14862.t1")
"2265","XSR",5562449,5564830,2382,"+",2,c("g14866.t1", "g14867.t1")
"2266","XSR",5643988,5652278,8291,"-",2,c("g14899.t1", "g14899.t2")
"2267","XSR",5710706,5715469,4764,"-",2,c("g14913.t1", "g14914.t1")
"2268","XSR",5764294,5786080,21787,"-",10,c("g14927.t1", "g14928.t1", "g14929.t1", "g14930.t1", "g14931.t1", "g14932.t1", "g14933.t1", "g14934.t1", "g14935.t1", "g14936.t1")
"2269","XSR",5789544,5794979,5436,"-",3,c("g14938.t1", "g14939.t1", "g14940.t1")
"2270","XSR",5798354,5802222,3869,"-",2,c("g14942.t1", "g14943.t1")
"2271","XSR",5803057,5820727,17671,"-",11,c("g14944.t1", "g14945.t3", "g14945.t1", "g14945.t2", "g14946.t1", "g14947.t1", "g14948.t1", "g14949.t1", "g14950.t1", "g14950.t2", "g14951.t1")
"2272","XSR",5823856,5824981,1126,"-",2,c("g14953.t1", "g14954.t1")
"2273","XSR",5899112,5900834,1723,"+",2,c("g14978.t1", "g14978.t2")
"2274","XSR",5903074,5907216,4143,"+",2,c("g14979.t1", "g14979.t2")
"2275","XSR",5941446,5947342,5897,"+",3,c("g14992.t1", "g14992.t2", "g14993.t1")
"2276","XSR",5947903,5953506,5604,"-",2,c("g14994.t1", "g14995.t1")
"2277","XSR",5963779,5970122,6344,"+",4,c("g14999.t1", "g14999.t2", "g15000.t1", "g15000.t2")
"2278","XSR",5980046,5981878,1833,"+",2,c("g15004.t1", "g15005.t1")
"2279","XSR",5982326,5986649,4324,"-",3,c("g15006.t1", "g15007.t1", "g15008.t1")
"2280","XSR",5988929,5993022,4094,"-",4,c("g15009.t1", "g15010.t1", "g15011.t1", "g15012.t1")
"2281","XSR",5994388,6003579,9192,"-",8,c("g15013.t1", "g15013.t2", "g15014.t1", "g15014.t2", "g15015.t1", "g15016.t3", "g15016.t1", "g15016.t2")
"2282","XSR",6005966,6011500,5535,"-",2,c("g15018.t1", "g15019.t1")
"2283","XSR",6020276,6024078,3803,"+",3,c("g15022.t1", "g15022.t2", "g15022.t3")
"2284","XSR",6076438,6083386,6949,"-",2,c("g15034.t1", "g15035.t1")
"2285","XSR",6087881,6101761,13881,"-",10,c("g15037.t1", "g15038.t1", "g15039.t1", "g15040.t1", "g15041.t1", "g15042.t1", "g15043.t1", "g15044.t1", "g15045.t1", "g15046.t1")
"2286","XSR",6102582,6109061,6480,"-",3,c("g15047.t1", "g15048.t1", "g15049.t1")
"2287","XSR",6122120,6131749,9630,"-",4,c("g15056.t1", "g15057.t1", "g15058.t1", "g15059.t1")
"2288","XSR",6136454,6141905,5452,"+",2,c("g15062.t1", "g15063.t1")
"2289","XSR",6142173,6146093,3921,"-",3,c("g15064.t1", "g15065.t1", "g15065.t2")
"2290","XSR",6152696,6157278,4583,"+",3,c("g15069.t2", "g15069.t1", "g15070.t1")
"2291","XSR",6158346,6160169,1824,"+",2,c("g15071.t1", "g15071.t2")
"2292","XSR",6205537,6213018,7482,"-",2,c("g15084.t1", "g15084.t2")
"2293","XSR",6220426,6223383,2958,"-",2,c("g15088.t2", "g15088.t1")
"2294","XSR",6232434,6243183,10750,"+",5,c("g15092.t1", "g15093.t1", "g15094.t1", "g15094.t2", "g15094.t3")
"2295","XSR",6256664,6260084,3421,"-",3,c("g15097.t1", "g15097.t2", "g15097.t3")
"2296","XSR",6266607,6269863,3257,"-",4,c("g15099.t4", "g15099.t3", "g15099.t1", "g15099.t2")
"2297","XSR",6271222,6275562,4341,"-",3,c("g15100.t1", "g15101.t1", "g15102.t1")
"2298","XSR",6275866,6283066,7201,"+",4,c("g15103.t1", "g15104.t1", "g15105.t1", "g15106.t1")
"2299","XSR",6299485,6300699,1215,"-",2,c("g15112.t1", "g15113.t1")
"2300","XSR",6304712,6308409,3698,"+",3,c("g15114.t2", "g15114.t1", "g15115.t1")
"2301","XSR",6324168,6326277,2110,"-",2,c("g15121.t1", "g15121.t2")
"2302","XSR",6327239,6333405,6167,"-",2,c("g15122.t1", "g15123.t1")
"2303","XSR",6379300,6381248,1949,"-",2,c("g15139.t1", "g15139.t2")
"2304","XSR",6392598,6394102,1505,"-",2,c("g15141.t1", "g15141.t2")
"2305","XSR",6472478,6481726,9249,"+",3,c("g15164.t1", "g15165.t1", "g15166.t1")
"2306","XSR",6530825,6536159,5335,"+",2,c("g15181.t1", "g15182.t1")
"2307","XSR",6555914,6559033,3120,"+",3,c("g15185.t2", "g15185.t1", "g15185.t3")
"2308","XSR",6569507,6573462,3956,"+",2,c("g15190.t1", "g15191.t1")
"2309","XSR",6573730,6581309,7580,"-",3,c("g15192.t1", "g15193.t1", "g15194.t1")
"2310","XSR",6584193,6586361,2169,"+",2,c("g15196.t1", "g15197.t1")
"2311","XSR",6588740,6589799,1060,"+",2,c("g15199.t1", "g15200.t1")
"2312","XSR",6597685,6611287,13603,"-",3,c("g15204.t1", "g15205.t1", "g15206.t1")
"2313","XSR",6663555,6668667,5113,"+",3,c("g15228.t1", "g15229.t1", "g15230.t1")
"2314","XSR",6682055,6684374,2320,"+",2,c("g15234.t1", "g15234.t2")
"2315","XSR",6704810,6708201,3392,"-",2,c("g15240.t1", "g15241.t1")
"2316","XSR",6711902,6715291,3390,"+",2,c("g15243.t1", "g15243.t2")
"2317","XSR",6722114,6723992,1879,"-",2,c("g15247.t1", "g15248.t1")
"2318","XSR",6820770,6827461,6692,"+",2,c("g15274.t1", "g15275.t1")
"2319","XSR",6839578,6842241,2664,"+",2,c("g15280.t1", "g15281.t1")
"2320","XSR",6843015,6861410,18396,"+",9,c("g15282.t1", "g15282.t2", "g15283.t1", "g15284.t1", "g15285.t1", "g15286.t1", "g15287.t1", "g15288.t1", "g15289.t1")
"2321","XSR",6862638,6865707,3070,"+",3,c("g15291.t1", "g15292.t1", "g15293.t1")
"2322","XSR",6869371,6871625,2255,"+",2,c("g15295.t1", "g15296.t1")
"2323","XSR",6873273,6876575,3303,"-",2,c("g15298.t1", "g15299.t1")
"2324","XSR",6916790,6919026,2237,"-",2,c("g15311.t1", "g15312.t1")
"2325","XSR",6923943,6928011,4069,"+",2,c("g15314.t1", "g15315.t1")
"2326","XSR",6968568,6987115,18548,"+",6,c("g15328.t1", "g15329.t1", "g15329.t2", "g15330.t1", "g15330.t2", "g15331.t1")
"2327","XSR",6987662,6993275,5614,"+",2,c("g15332.t1", "g15333.t1")
"2328","XSR",6993802,7000848,7047,"+",3,c("g15334.t1", "g15335.t1", "g15336.t1")
"2329","XSR",7006753,7019589,12837,"+",4,c("g15337.t1", "g15337.t3", "g15337.t2", "g15338.t1")
"2330","XSR",7064007,7070253,6247,"-",2,c("g15352.t1", "g15353.t1")
"2331","XSR",7071218,7084221,13004,"-",3,c("g15354.t1", "g15355.t1", "g15355.t2")
"2332","XSR",7085570,7088478,2909,"-",2,c("g15357.t1", "g15358.t1")
"2333","XSR",7193150,7198772,5623,"-",2,c("g15390.t1", "g15390.t2")
"2334","XSR",7257627,7267511,9885,"-",8,c("g15411.t1", "g15412.t1", "g15413.t1", "g15414.t1", "g15414.t2", "g15414.t3", "g15415.t1", "g15416.t1")
"2335","XSR",7275353,7287327,11975,"+",10,c("g15419.t1", "g15420.t3", "g15420.t1", "g15420.t2", "g15421.t1", "g15422.t1", "g15423.t1", "g15424.t1", "g15425.t1", "g15425.t2")
"2336","XSR",7312505,7320566,8062,"+",7,c("g15434.t1", "g15435.t1", "g15436.t1", "g15437.t1", "g15438.t1", "g15439.t1", "g15440.t1")
"2337","XSR",7327742,7330927,3186,"+",2,c("g15442.t1", "g15442.t2")
"2338","XSR",7332470,7336578,4109,"+",4,c("g15443.t1", "g15444.t1", "g15444.t2", "g15446.t1")
"2339","XSR",7390291,7406082,15792,"+",2,c("g15461.t1", "g15462.t1")
"2340","XSR",7488168,7490586,2419,"-",2,c("g15486.t1", "g15487.t1")
"2341","XSR",7495407,7497527,2121,"-",3,c("g15489.t1", "g15490.t1", "g15491.t1")
"2342","XSR",7498248,7504045,5798,"+",2,c("g15492.t1", "g15493.t1")
"2343","XSR",7506465,7510745,4281,"-",2,c("g15495.t1", "g15496.t1")
"2344","XSR",7512464,7518662,6199,"-",2,c("g15498.t1", "g15499.t1")
"2345","XSR",7571994,7575607,3614,"-",2,c("g15510.t1", "g15511.t1")
"2346","XSR",7577021,7582868,5848,"+",4,c("g15512.t2", "g15512.t3", "g15512.t4", "g15512.t1")
"2347","XSR",7596495,7603908,7414,"-",5,c("g15516.t1", "g15516.t2", "g15516.t3", "g15517.t1", "g15518.t1")
"2348","XSR",7613427,7623301,9875,"-",3,c("g15521.t1", "g15521.t2", "g15521.t3")
"2349","XSR",7667466,7670839,3374,"+",3,c("g15534.t1", "g15534.t2", "g15534.t3")
"2350","XSR",7840068,7846436,6369,"+",2,c("g15596.t1", "g15597.t1")
"2351","XSR",7847661,7851323,3663,"+",3,c("g15599.t1", "g15600.t1", "g15600.t2")
"2352","XSR",7875989,7897781,21793,"-",7,c("g15606.t1", "g15607.t1", "g15608.t1", "g15609.t1", "g15610.t1", "g15611.t1", "g15612.t1")
"2353","XSR",7898308,7912917,14610,"-",8,c("g15613.t1", "g15614.t1", "g15615.t1", "g15616.t1", "g15617.t1", "g15618.t1", "g15619.t1", "g15620.t1")
"2354","XSR",7913459,7917183,3725,"-",3,c("g15621.t1", "g15621.t2", "g15622.t1")
"2355","XSR",7917585,7927622,10038,"+",5,c("g15623.t1", "g15624.t1", "g15624.t2", "g15625.t1", "g15626.t1")
"2356","XSR",7928360,7931103,2744,"+",3,c("g15627.t2", "g15627.t1", "g15627.t3")
"2357","XSR",7963181,7973212,10032,"+",2,c("g15633.t1", "g15634.t1")
"2358","XSR",7983800,7996899,13100,"-",2,c("g15641.t1", "g15642.t1")
"2359","XSR",8000551,8002888,2338,"+",2,c("g15643.t1", "g15643.t2")
"2360","XSR",8015483,8024047,8565,"-",2,c("g15646.t1", "g15647.t1")
"2361","XSR",8035102,8038564,3463,"-",4,c("g15652.t1", "g15653.t1", "g15654.t1", "g15655.t1")
"2362","XSR",8042306,8048662,6357,"-",4,c("g15657.t2", "g15657.t1", "g15658.t1", "g15659.t1")
"2363","XSR",8049683,8052286,2604,"-",2,c("g15661.t1", "g15662.t1")
"2364","XSR",8053103,8055413,2311,"-",2,c("g15663.t1", "g15663.t2")
"2365","XSR",8066617,8070689,4073,"+",2,c("g15667.t1", "g15668.t1")
"2366","XSR",8094383,8101525,7143,"+",3,c("g15675.t1", "g15676.t1", "g15677.t1")
"2367","XSR",8117524,8121381,3858,"+",2,c("g15682.t1", "g15682.t2")
"2368","XSR",8131987,8133660,1674,"+",2,c("g15686.t1", "g15686.t2")
"2369","XSR",8142341,8154994,12654,"+",5,c("g15690.t1", "g15690.t2", "g15691.t1", "g15692.t1", "g15693.t1")
"2370","XSR",8155538,8158166,2629,"+",2,c("g15694.t1", "g15695.t1")
"2371","XSR",8159870,8164296,4427,"+",3,c("g15696.t1", "g15696.t2", "g15697.t1")
"2372","XSR",8164797,8167887,3091,"+",3,c("g15698.t1", "g15699.t1", "g15700.t1")
"2373","XSR",8169296,8171331,2036,"-",2,c("g15701.t1", "g15702.t1")
"2374","XSR",8183823,8190706,6884,"-",3,c("g15707.t1", "g15708.t1", "g15709.t1")
"2375","XSR",8238436,8243475,5040,"+",3,c("g15722.t1", "g15723.t1", "g15724.t1")
"2376","XSR",8244209,8249204,4996,"-",2,c("g15725.t1", "g15726.t1")
"2377","XSR",8267899,8290909,23011,"-",2,c("g15732.t1", "g15733.t1")
"2378","XSR",8303068,8305492,2425,"-",2,c("g15736.t1", "g15737.t1")
"2379","XSR",8309738,8313899,4162,"+",2,c("g15739.t1", "g15740.t1")
"2380","XSR",8316976,8319382,2407,"+",2,c("g15742.t1", "g15743.t1")
"2381","XSR",8324536,8328684,4149,"-",4,c("g15746.t1", "g15747.t1", "g15748.t1", "g15749.t1")
"2382","XSR",8329371,8331704,2334,"-",2,c("g15750.t1", "g15751.t1")
"2383","XSR",8332359,8335971,3613,"-",3,c("g15752.t1", "g15753.t1", "g15754.t1")
"2384","XSR",8339712,8341513,1802,"-",3,c("g15757.t1", "g15757.t2", "g15757.t3")
"2385","XSR",8349786,8351318,1533,"+",2,c("g15759.t1", "g15759.t2")
"2386","XSR",8354476,8366446,11971,"-",2,c("g15762.t1", "g15763.t1")
"2387","XSR",8378804,8388803,10000,"+",2,c("g15767.t1", "g15767.t2")
"2388","XSR",8558709,8566022,7314,"+",3,c("g15825.t1", "g15826.t1", "g15827.t1")
"2389","XSR",8575690,8578485,2796,"-",3,c("g15830.t1", "g15830.t2", "g15830.t3")
"2390","XSR",8599077,8614260,15184,"-",4,c("g15836.t1", "g15837.t1", "g15838.t1", "g15839.t1")
"2391","XSR",8654441,8666335,11895,"+",2,c("g15848.t1", "g15849.t1")
"2392","XSR",8807808,8811323,3516,"-",2,c("g15891.t1", "g15891.t3")
"2393","XSR",8835149,8840493,5345,"-",4,c("g15898.t1", "g15899.t1", "g15899.t2", "g15900.t1")
"2394","XSR",8841570,8849820,8251,"-",2,c("g15901.t2", "g15901.t1")
"2395","XSR",8852738,8855514,2777,"-",2,c("g15902.t1", "g15902.t2")
"2396","XSR",8864747,8871385,6639,"-",3,c("g15905.t1", "g15906.t1", "g15906.t2")
"2397","XSR",8876255,8882387,6133,"-",3,c("g15909.t1", "g15910.t1", "g15911.t1")
"2398","XSR",8885952,8889632,3681,"+",3,c("g15913.t1", "g15914.t1", "g15914.t2")
"2399","XSR",8890495,8896588,6094,"-",4,c("g15915.t1", "g15915.t2", "g15915.t3", "g15916.t1")
"2400","XSR",8908599,8909646,1048,"-",2,c("g15918.t1", "g15918.t2")
"2401","XSR",8929883,8935700,5818,"+",2,c("g15929.t1", "g15930.t1")
"2402","XSR",8936352,8938831,2480,"+",2,c("g15931.t1", "g15932.t1")
"2403","XSR",8939789,8945957,6169,"+",2,c("g15933.t1", "g15933.t2")
"2404","XSR",8953509,8960895,7387,"+",2,c("g15936.t1", "g15937.t1")
"2405","XSR",8979475,8985707,6233,"-",2,c("g15942.t1", "g15943.t1")
"2406","XSR",9072370,9078341,5972,"-",2,c("g15971.t1", "g15972.t1")
"2407","XSR",9111428,9114405,2978,"+",2,c("g15983.t1", "g15983.t2")
"2408","XSR",9144510,9147815,3306,"+",2,c("g15995.t1", "g15996.t1")
"2409","XSR",9156382,9165700,9319,"-",4,c("g16001.t1", "g16002.t1", "g16003.t1", "g16004.t1")
"2410","XSR",9215796,9217420,1625,"+",2,c("g16017.t1", "g16018.t1")
"2411","XSR",9234759,9257341,22583,"+",2,c("g16024.t1", "g16025.t1")
"2412","XSR",9257617,9264194,6578,"-",2,c("g16026.t1", "g16027.t1")
"2413","XSR",9276617,9280469,3853,"-",2,c("g16031.t1", "g16032.t1")
"2414","XSR",9295688,9302799,7112,"-",3,c("g16038.t1", "g16039.t1", "g16040.t1")
"2415","XSR",9304699,9308657,3959,"-",3,c("g16042.t1", "g16043.t1", "g16044.t1")
"2416","XSR",9309543,9319838,10296,"-",3,c("g16045.t1", "g16045.t2", "g16046.t1")
"2417","XSR",9320442,9323270,2829,"-",3,c("g16047.t1", "g16048.t1", "g16049.t1")
"2418","XSR",9324835,9332249,7415,"-",3,c("g16050.t1", "g16051.t1", "g16052.t1")
"2419","XSR",9335519,9345613,10095,"-",7,c("g16054.t1", "g16055.t1", "g16056.t1", "g16056.t2", "g16056.t3", "g16057.t1", "g16059.t1")
"2420","XSR",9345739,9354372,8634,"-",2,c("g16057.t1", "g16059.t1")
"2421","XSR",9355554,9361143,5590,"-",3,c("g16060.t1", "g16060.t2", "g16061.t1")
"2422","XSR",9376720,9378987,2268,"-",2,c("g16066.t2", "g16066.t1")
"2423","XSR",9386144,9395383,9240,"-",6,c("g16068.t1", "g16069.t1", "g16070.t1", "g16071.t1", "g16071.t2", "g16072.t1")
"2424","XSR",9442372,9444913,2542,"+",2,c("g16087.t1", "g16087.t2")
"2425","XSR",9462901,9469482,6582,"+",4,c("g16092.t1", "g16093.t1", "g16093.t3", "g16093.t2")
"2426","XSR",9470315,9474651,4337,"+",2,c("g16094.t1", "g16095.t1")
"2427","XSR",9504146,9506911,2766,"-",2,c("g16101.t1", "g16102.t1")
"2428","XSR",9567694,9570678,2985,"-",3,c("g16109.t1", "g16110.t1", "g16110.t2")
"2429","XSR",9571346,9572849,1504,"-",2,c("g16111.t1", "g16112.t1")
"2430","XSR",9607091,9609896,2806,"-",2,c("g16124.t2", "g16124.t1")
"2431","XSR",9669834,9678313,8480,"+",5,c("g16142.t1", "g16143.t1", "g16144.t1", "g16145.t1", "g16146.t1")
"2432","XSR",9683810,9685227,1418,"+",2,c("g16148.t1", "g16149.t1")
"2433","XSR",9709287,9710531,1245,"+",2,c("g16158.t2", "g16158.t1")
"2434","XSR",9735227,9737238,2012,"+",2,c("g16164.t1", "g16165.t1")
"2435","XSR",9754779,9767975,13197,"-",4,c("g16173.t1", "g16174.t1", "g16175.t1", "g16176.t1")
"2436","XSR",9781482,9783306,1825,"+",2,c("g16179.t1", "g16179.t2")
"2437","XSR",9787559,9790897,3339,"+",3,c("g16181.t1", "g16182.t1", "g16183.t1")
"2438","XSR",9794710,9797484,2775,"-",2,c("g16185.t1", "g16186.t1")
"2439","XSR",9798176,9801706,3531,"-",2,c("g16187.t1", "g16188.t1")
"2440","XSR",9825765,9832893,7129,"+",4,c("g16195.t3", "g16195.t2", "g16195.t1", "g16196.t1")
"2441","XSR",9857511,9858967,1457,"+",3,c("g16203.t1", "g16203.t2", "g16203.t3")
"2442","XSR",9904961,9913258,8298,"-",3,c("g16221.t1", "g16221.t2", "g16221.t3")
"2443","XSR",9913845,9922141,8297,"-",4,c("g16222.t1", "g16223.t1", "g16224.t1", "g16225.t1")
"2444","XSR",9965725,9969358,3634,"+",2,c("g16245.t1", "g16246.t1")
"2445","XSR",9969461,9977902,8442,"-",6,c("g16247.t1", "g16248.t1", "g16249.t1", "g16250.t1", "g16251.t1", "g16251.t2")
"2446","XSR",9982291,9986140,3850,"+",2,c("g16254.t2", "g16254.t1")
"2447","XSR",9994178,10005079,10902,"-",3,c("g16257.t1", "g16258.t1", "g16259.t1")
"2448","XSR",10049888,10055044,5157,"-",2,c("g16270.t1", "g16271.t1")
"2449","XSR",10072891,10076478,3588,"-",4,c("g16281.t1", "g16282.t1", "g16283.t1", "g16284.t1")
"2450","XSR",10115293,10119759,4467,"-",2,c("g16297.t1", "g16297.t2")
"2451","XSR",10129330,10141423,12094,"-",4,c("g16301.t1", "g16302.t1", "g16303.t1", "g16304.t1")
"2452","XSR",10196456,10199004,2549,"+",2,c("g16324.t2", "g16324.t1")
"2453","XSR",10217074,10232195,15122,"-",7,c("g16333.t1", "g16334.t1", "g16334.t2", "g16335.t1", "g16336.t1", "g16337.t1", "g16338.t1")
"2454","XSR",10262602,10263871,1270,"+",2,c("g16343.t1", "g16344.t1")
"2455","XSR",10267883,10269334,1452,"-",3,c("g16346.t1", "g16346.t2", "g16346.t3")
"2456","XSR",10299251,10311756,12506,"-",5,c("g16353.t1", "g16354.t1", "g16355.t1", "g16356.t2", "g16356.t1")
"2457","XSR",10312371,10317776,5406,"-",6,c("g16357.t1", "g16358.t1", "g16359.t1", "g16360.t1", "g16361.t2", "g16361.t1")
"2458","XSR",10325342,10333071,7730,"-",2,c("g16367.t1", "g16367.t2")
"2459","XSR",10336006,10343637,7632,"-",3,c("g16368.t1", "g16369.t1", "g16370.t1")
"2460","XSR",10354604,10359713,5110,"-",4,c("g16372.t1", "g16373.t1", "g16373.t2", "g16373.t3")
"2461","XSR",10370194,10375822,5629,"+",4,c("g16377.t1", "g16378.t1", "g16379.t1", "g16380.t1")
"2462","XSR",10377711,10395241,17531,"-",6,c("g16382.t1", "g16383.t1", "g16384.t1", "g16384.t2", "g16385.t1", "g16386.t1")
"2463","XSR",10397704,10403126,5423,"-",4,c("g16388.t1", "g16389.t1", "g16390.t1", "g16391.t1")
"2464","XSR",10403796,10415097,11302,"-",2,c("g16392.t1", "g16393.t1")
"2465","XSR",10415938,10419327,3390,"-",2,c("g16394.t1", "g16394.t2")
"2466","XSR",10469322,10471335,2014,"-",2,c("g16411.t1", "g16411.t2")
"2467","XSR",10472525,10474118,1594,"-",2,c("g16412.t1", "g16413.t1")
"2468","XSR",10517740,10519841,2102,"-",2,c("g16422.t1", "g16423.t1")
"2469","XSR",10528262,10534102,5841,"-",3,c("g16428.t1", "g16428.t2", "g16429.t1")
"2470","XSR",10534283,10535425,1143,"+",2,c("g16430.t1", "g16431.t1")
"2471","XSR",10536428,10545138,8711,"+",4,c("g16432.t1", "g16433.t1", "g16434.t1", "g16435.t1")
"2472","XSR",10560179,10564281,4103,"+",2,c("g16444.t1", "g16445.t1")
"2473","XSR",10565661,10574853,9193,"+",4,c("g16446.t1", "g16447.t1", "g16448.t2", "g16448.t1")
"2474","XSR",10576336,10578517,2182,"+",2,c("g16449.t1", "g16450.t1")
"2475","XSR",10578690,10580115,1426,"-",3,c("g16451.t1", "g16451.t2", "g16452.t1")
"2476","XSR",10585479,10590004,4526,"+",2,c("g16456.t1", "g16457.t1")
"2477","XSR",10616757,10622205,5449,"+",5,c("g16472.t1", "g16473.t2", "g16473.t1", "g16474.t1", "g16475.t1")
"2478","XSR",10629561,10635618,6058,"-",3,c("g16479.t1", "g16480.t2", "g16480.t1")
"2479","XSR",10636301,10651380,15080,"-",4,c("g16481.t1", "g16482.t1", "g16483.t1", "g16484.t1")
"2480","XSR",10668201,10672056,3856,"-",2,c("g16489.t1", "g16490.t1")
"2481","XSR",10672598,10678975,6378,"-",2,c("g16491.t1", "g16492.t1")
"2482","XSR",10684350,10693101,8752,"+",4,c("g16495.t1", "g16496.t1", "g16497.t1", "g16498.t1")
"2483","XSR",10693937,10705412,11476,"+",6,c("g16499.t1", "g16500.t1", "g16501.t1", "g16502.t1", "g16503.t1", "g16504.t1")
"2484","XSR",10767439,10769513,2075,"-",2,c("g16528.t1", "g16529.t1")
"2485","XSR",10779910,10785763,5854,"-",3,c("g16535.t1", "g16536.t1", "g16537.t1")
"2486","XSR",10795001,10796336,1336,"-",2,c("g16543.t2", "g16543.t1")
"2487","XSR",10808395,10813902,5508,"-",2,c("g16547.t2", "g16547.t1")
"2488","XSR",10819306,10822230,2925,"-",2,c("g16549.t1", "g16550.t1")
"2489","XSR",10850613,10857154,6542,"-",3,c("g16558.t1", "g16559.t1", "g16559.t2")
"2490","XSR",10857729,10860354,2626,"+",2,c("g16560.t1", "g16561.t1")
"2491","XSR",10863498,10867685,4188,"+",3,c("g16562.t1", "g16562.t2", "g16562.t3")
"2492","XSR",10875297,10877866,2570,"-",2,c("g16566.t1", "g16566.t2")
"2493","XSR",10881000,10891092,10093,"+",5,c("g16568.t1", "g16569.t1", "g16569.t2", "g16570.t1", "g16571.t1")
"2494","XSR",10894326,10899518,5193,"+",3,c("g16572.t1", "g16573.t1", "g16573.t2")
"2495","XSR",10900232,10901456,1225,"+",2,c("g16574.t1", "g16575.t1")
"2496","XSR",10938730,10945812,7083,"-",3,c("g16586.t1", "g16587.t1", "g16588.t1")
"2497","XSR",10947181,10955808,8628,"-",3,c("g16589.t1", "g16589.t2", "g16590.t1")
"2498","XSR",10965974,10977457,11484,"-",3,c("g16597.t1", "g16598.t1", "g16599.t1")
"2499","XSR",10994326,10997967,3642,"-",3,c("g16604.t1", "g16604.t2", "g16605.t1")
